imdb_id,revenue
tt1860353,83028128
tt0363547,59020957
tt0091276,4884663
tt0062765,511422
tt0190590,71870729
tt3170832,35401758
tt1082853,934658
tt2330866,87129910
tt0089003,16116878
tt2349144,422746
tt3083008,3335613
tt1441951,59520298
tt0038109,19000
tt0119256,222559
tt0139134,76347426
tt0297037,28316451
tt0970411,7873007
tt0094602,18869631
tt1920885,85557721
tt3203606,7857741
tt0093175,20419446
tt0089927,300473716
tt1536048,583455
tt1700841,97685686
tt0299977,53710019
tt0097276,7754571
tt2505938,138811
tt0124295,720074
tt1595366,12824118
tt2884206,481234
tt0110366,67308282
tt0383574,423315812
tt0099685,46952991
tt0974613,2143005
tt1690953,970766005
tt1436559,515823
tt1798603,24079268
tt0081480,43995918
tt2404461,1331747
tt2338151,10616104
tt1028528,31126421
tt1306980,41097853
tt0118147,2789985
tt2543164,203388186
tt0361467,33251890
tt0117002,5707094
tt0059017,20666667
tt1179258,9368242
tt0844671,6265483
tt0457530,2025032
tt0236784,28008462
tt1925431,2500277
tt0315459,21108
tt1518812,977772
tt1320239,4833
tt0331468,29119434
tt1433822,4936819
tt4781612,282817
tt0082406,63456988
tt0163676,5280035
tt0096933,46212055
tt0267913,275650703
tt2238050,469701
tt0770752,70231041
tt0155711,4488529
tt1790886,86907746
tt3640424,40098064
tt0486578,38810311
tt3498820,408084349
tt0093058,46357676
tt0116839,2409225
tt0084503,22265763
tt1667889,877244782
tt1302011,665692281
tt0051201,7693
tt0408306,47403685
tt0045152,1865056
tt0086494,23646952
tt0280665,6630252
tt1878841,10898293
tt0337917,16951702
tt0104868,50752337
tt0400717,85105259
tt0120902,83898313
tt0085407,20766616
tt0458455,28748076
tt0192111,13127022
tt1638355,45445109
tt2387433,27858103
tt0105399,8359717
tt0089853,10631333
tt0093886,40050884
tt1569465,24022125
tt2980210,9169507
tt2150209,6130561
tt0038787,113061
tt3417422,13076265
tt2170439,54445357
tt0093565,80641169
tt0070518,7717
tt0104804,4096030
tt0421238,5048693
tt0095179,19170001
tt1439572,933352
tt0092897,10348437
tt0095904,345704
tt0107745,6582052
tt1303828,44462
tt1319744,286457
tt3660770,16839663
tt0080455,57229890
tt0097438,2777280
tt1615147,5354039
tt0903943,57805
tt0204175,25850615
tt0811066,9291694
tt0092974,23509382
tt0284490,77885672
tt1719071,8464
tt5442308,66736633
tt2488496,936662225
tt0086374,1362303
tt0077838,340687
tt0117731,92027888
tt0097733,227853986
tt0098282,46908987
tt3469046,264624300
tt0111546,65352
tt0327679,27388767
tt0448134,3675753
tt0097240,4729352
tt1959438,14752
tt0070666,29829963
tt0247196,8601053
tt0907657,9439923
tt0090887,13167232
tt0402057,92076
tt0131857,7027290
tt0106912,19885552
tt0462229,8135024
tt3717252,81093313
tt0058534,7194000
tt2083379,5750
tt1020558,6890432
tt0086429,2044892
tt2107648,4534
tt1185420,17779520
tt1181614,1742215
tt0062824,3110000
tt0447016,23728
tt0338135,8544975
tt1114277,783969
tt3717016,234417
tt1663143,9409538
tt0076489,41687243
tt0108596,278720
tt1645131,2966268
tt0477071,84297309
tt0125971,7302522
tt4034354,4935501
tt0216216,96085477
tt0839980,44004502
tt0089695,4662137
tt1151359,70066
tt0099128,19740070
tt0042876,46808
tt0338216,8461686
tt0240900,6413915
tt0108525,48198019
tt0338466,65784503
tt0102178,3106559
tt0114666,5830454
tt0970416,79366978
tt1386588,170458922
tt1549589,3822241
tt0118842,12021272
tt0084516,77142388
tt0088939,98467863
tt1568921,19587032
tt0339727,174318
tt0098663,14278900
tt1077368,79727149
tt2908856,4013786
tt0421229,4009677
tt0349903,362744280
tt0106505,2570550
tt0314871,160291
tt1132193,230600
tt1018818,69564
tt2403021,7192291
tt0118615,65885767
tt0108148,14694904
tt0066826,6446
tt0376541,33987757
tt1612774,101729
tt0096754,90000098
tt3614530,2333684
tt0105267,147724
tt0082250,16100000
tt0448124,26651
tt0448011,79957634
tt0284494,249204
tt0105665,4184123
tt0172495,465364545
tt0297753,8593
tt0187393,215294342
tt1430612,71416730
tt0078718,33300000
tt0158811,22323612
tt0104298,1119368
tt1674771,49263404
tt0398286,592462816
tt1179947,92234
tt1608290,56722693
tt1503774,167508
tt1480658,45778
tt1411697,586764305
tt0142192,24493601
tt0085636,14400000
tt1193631,42400223
tt0096193,4594452
tt2334649,17385830
tt3741834,51738905
tt1838544,19767535
tt0080437,7206823
tt1228705,623933331
tt0088272,48143579
tt0120694,55041738
tt0942385,195702963
tt0200550,60786269
tt0114898,88246220
tt0092842,2413427
tt0479647,12735126
tt0119640,4529843
tt1192620,28682
tt0317919,398479497
tt0096926,117463
tt0822854,95696996
tt1440232,53319615
tt0844993,29985033
tt0085271,10219460
tt0099371,82670733
tt0110413,19552639
tt0107750,3283371
tt0093737,13290368
tt0083006,10851261
tt0118127,44052
tt0476527,718956
tt0356910,487287646
tt0393162,76669554
tt1935896,23589
tt0454921,307127625
tt1426362,33217
tt1149361,16979882
tt0770772,13369768
tt0090693,4865912
tt2883512,48428048
tt0800039,63172463
tt0959337,75981180
tt4572792,4596705
tt0857190,7708312
tt1798709,48517427
tt2326612,2096212
tt0080754,8894289
tt0081455,14225876
tt2765340,114926694
tt2034031,2379154
tt0058404,3942
tt1877832,746045700
tt0095953,354825435
tt0080474,37121708
tt0133046,8951935
tt1170391,38098
tt0198021,40863718
tt0118826,877862
tt1828995,498584
tt1567233,739561
tt0194218,779137
tt3667798,208959
tt1456661,50433
tt0314331,59696144
tt0113199,3941146
tt0091817,2015882
tt1605630,57011521
tt0097523,222724172
tt0097239,145793296
tt0102526,47624353
tt0499375,24108727
tt0120757,13263993
tt0422091,7312209
tt0484740,4607608
tt0249371,731277
tt3086582,47289937
tt0094669,960040
tt1010048,378410542
tt0083866,792910554
tt1740047,3945217
tt1028576,60321861
tt1270262,5728213
tt0402910,7000248
tt3612616,3494070
tt2083355,72835710
tt1060249,5476404
tt0093693,26713187
tt0808506,873435
tt0042332,96383330
tt0250202,1051948
tt1490017,468060692
tt0082096,11487676
tt1148165,6812530
tt2267968,521170825
tt0273607,299171
tt1723642,50146474
tt0406816,94973540
tt0119578,2977807
tt0110955,11439193
tt0083906,123572
tt2802144,414351546
tt0072308,116000000
tt0117060,457696391
tt0105435,51432691
tt1000769,20450
tt1731697,1544989
tt0485947,3622
tt0093137,13839404
tt0397065,68766121
tt0099204,27627310
tt2528814,64676349
tt1533749,66099
tt0948535,851540
tt1133985,219851172
tt0443272,275293450
tt0101414,424967620
tt2179136,547426372
tt0278435,51806184
tt0092666,39337581
tt0085154,17233166
tt0203009,57386607
tt0854678,294309
tt0332605,57862
tt0844479,7712114
tt0120148,11841544
tt0330069,604856
tt0409345,27349
tt2304933,34916787
tt0082329,32492674
tt0452624,5914908
tt0337579,65991448
tt1727770,6303792
tt3181776,789406
tt0080549,67182787
tt0116353,269300
tt0145734,3970078
tt1327773,177313795
tt0118661,23384939
tt1932718,3499442
tt0101410,6153939
tt0117924,4189233
tt1912398,393880
tt0113500,17014653
tt0114746,57141459
tt4048050,269144
tt0102655,14061361
tt1045658,236412453
tt4387040,9323484
tt2059255,7699095
tt0055928,16079357
tt1272018,15274292
tt0765476,51339567
tt2911666,86081711
tt0160127,264105545
tt0490204,22242388
tt1758692,3852409
tt1828959,1583687
tt1013743,76423035
tt1980929,65652908
tt1450328,369129
tt0926084,977043483
tt2978102,243793
tt1179056,63075011
tt0084649,14665733
tt0165710,4217115
tt0411951,1697207
tt0096219,3468572
tt0095776,74151346
tt0370032,31070211
tt0078721,74865517
tt0441796,27298695
tt0952640,365352546
tt1403981,56032889
tt0090966,62134225
tt1126618,60040976
tt0113986,69684532
tt2490326,60058
tt0834001,92158961
tt2177771,78031620
tt1891769,22313
tt2870612,41898409
tt0219822,705308
tt2714380,2297261
tt0093418,34377585
tt0422295,2312717
tt0119095,14059077
tt0096446,57269863
tt0369610,652385625
tt1124039,666009
tt1815717,80038
tt0099703,13446769
tt2425486,6461559
tt3395184,49970
tt0104928,13351357
tt1046947,32568427
tt0139414,56870414
tt0117381,56116183
tt0456396,651941
tt1399683,6531503
tt0084472,2270
tt0422783,187581
tt1867093,2521
tt0120669,10680275
tt0112579,71516617
tt0416044,5705761
tt1411250,98337295
tt0389557,4398532
tt0133189,299569
tt1571249,5776640
tt0817177,4225921
tt0101412,869325
tt0342735,78378
tt1075114,5788176
tt1418377,76801179
tt0098453,27843
tt1966566,68316452
tt1925518,3399790
tt0405699,2617287
tt0105078,1659542
tt0145531,89446268
tt0112857,16140822
tt0337868,38307
tt0120190,7575028
tt0110146,21355893
tt1613062,342202
tt0040522,428978
tt0379865,41319039
tt0342167,2707738
tt3534602,774780
tt0146882,47126295
tt0080116,2411145
tt1640459,748453
tt3399024,39178695
tt0385004,92863945
tt0109456,19726050
tt1560139,43551154
tt0168629,4184036
tt1853728,426074373
tt0993789,7356393
tt0416292,2658588
tt0938330,55362705
tt2380247,325653
tt0335563,2466444
tt0355295,37916267
tt1853614,71712
tt0446013,30984583
tt1267498,4326733
tt0222851,450594
tt0364725,168423227
tt0309530,39468111
tt1568346,232617430
tt0988045,524028679
tt0264464,352114312
tt0070328,35382710
tt1172991,8087000
tt0120655,31429330
tt1335975,38362475
tt0205000,92938755
tt0859163,403449830
tt0068699,15706540
tt0315642,5633588
tt1714209,303877
tt0120696,19870567
tt0086325,5678950
tt0096487,45661556
tt0119683,14096321
tt0104694,132440069
tt0436331,18245244
tt0095925,4385516
tt0120008,19204929
tt1638002,25574387
tt1512201,309717
tt0097216,37295445
tt0379786,40445129
tt0275688,70569
tt0129280,28544120
tt0104850,14358033
tt0118715,46748672
tt1374992,22187813
tt0055614,44063177
tt1438463,19487557
tt0457400,68777554
tt3433074,31116264
tt0084268,946461
tt0090710,1142243
tt0171359,2046433
tt2167202,11806432
tt0481499,587205319
tt2545118,2303417
tt1355631,21011110
tt0095159,62493712
tt0107529,9532895
tt1924429,24261569
tt1261945,95347692
tt1924394,346669
tt0160338,635680
tt0076263,468460
tt0088006,1142944
tt0376136,30134958
tt1446192,306941670
tt0118880,224012234
tt0097770,22099847
tt0251127,177502387
tt0117666,24444121
tt2290828,43171
tt0096426,808114
tt1002563,7330338
tt0117603,41590886
tt1211956,25135965
tt1712261,23177948
tt0286917,307070
tt0461892,3013
tt1053424,18409891
tt1840417,15950164
tt0169102,909043
tt1321509,49050886
tt0061722,105015008
tt1403865,252276927
tt1555149,63618850
tt0109635,83015089
tt0119488,64616940
tt0104265,28590665
tt0200720,5164404
tt0113691,7603766
tt0141098,93900680
tt0089981,8622757
tt0137338,6852450
tt0443295,72662923
tt0963178,60253843
tt0077369,22765081
tt0165643,5541431
tt0082288,14110013
tt3338310,4222736
tt0080881,10000000
tt0242193,704808
tt1247690,5092129
tt1235796,550472
tt0264616,17423030
tt0482527,848
tt0382628,68357079
tt1791528,8110975
tt0300556,43935763
tt0089421,15057465
tt0115531,1910
tt5764024,5445281
tt2070649,30996130
tt3733778,2914020
tt0093986,406881
tt0227984,5204007
tt0423169,622806
tt0491152,65100369
tt1441326,4778439
tt0414951,381420
tt2244901,34657
tt0465142,7191830
tt2342810,2180341
tt0076723,28000000
tt0120630,224834564
tt1452628,22729
tt0400598,1488939
tt0058329,7958
tt0393329,936542
tt0120815,482349603
tt0469903,9808124
tt1844048,404117
tt4513674,43763247
tt3622592,85512300
tt0093748,49530280
tt0110066,26325256
tt0106770,63513743
tt3716530,2341534
tt0144084,34266564
tt0217107,1161843
tt0843326,650000
tt0376108,17492014
tt1619029,29777777
tt0800240,4598506
tt0103874,82522790
tt1623288,56003051
tt0217869,95011339
tt1872818,327345
tt0381707,70831760
tt1725795,221894
tt1059786,178767383
tt1398426,201634991
tt0101516,49114016
tt0257044,181001478
tt0498380,68673228
tt0094226,76270454
tt0067328,29146131
tt0066892,28623900
tt0081071,15795189
tt0366551,23936908
tt0420293,663114
tt1628841,389681935
tt0397892,309979994
tt1711525,54767494
tt1839654,123821
tt0120094,35281794
tt0304141,796246544
tt3172532,1775133
tt1245736,2031554
tt0368578,97918663
tt0071771,43008075
tt0428803,77437223
tt0430308,46563961
tt0120903,296339528
tt3001638,839840
tt0120890,30163576
tt1253864,83504017
tt1234654,6344112
tt0084412,21095638
tt0063350,236452
tt0211933,32730062
tt0444653,18586834
tt0120632,78685114
tt0408839,36787257
tt0094783,784990
tt0083658,41676878
tt1631867,370541256
tt1182908,7274081
tt0086927,38435947
tt0110091,1760527
tt1547234,31083599
tt1695994,636706
tt0092115,5450815
tt0086366,15543710
tt0318034,8690168
tt1700423,22194574
tt0443456,930469
tt0088146,21821347
tt0172156,273339556
tt0094597,2955917
tt0102803,46704056
tt0115433,320689294
tt3628584,55030051
tt0113277,67436818
tt0083791,41630431
tt0060196,25253751
tt0993842,63782078
tt0116324,14702438
tt0085549,92921203
tt0375611,754819
tt0275719,515900
tt2219514,3197615
tt0410097,23563727
tt0497137,4642401
tt0123755,565727
tt0378109,46117696
tt0103924,22518097
tt0468565,9891303
tt0250494,96520674
tt1164092,82553
tt0090685,91258000
tt0091763,138545632
tt1084972,8804308
tt0488478,7537453
tt0848557,958961
tt0455538,2778752
tt0125209,345478
tt0100436,11541758
tt0062622,65783344
tt0150338,39842
tt1622547,40662632
tt0113729,15453274
tt0309987,2532228
tt1615918,342695435
tt0084814,9056073
tt0074486,23557
tt0109206,399748
tt0473064,51127401
tt0396752,47144110
tt0452623,34612443
tt0960731,212874864
tt0476964,69787394
tt0021749,46008
tt1258972,20546518
tt0071807,20972000
tt2183034,45681062
tt1772288,5637066
tt1186367,61601280
tt2115295,1674776
tt0065134,5050000
tt0421073,66476363
tt1582248,68945
tt0316732,71255003
tt0944835,293503354
tt0104187,40693477
tt0250282,28149
tt1241316,18000
tt0113161,72101622
tt0057115,227940
tt3702652,3000342
tt1612782,1081
tt0119664,32000301
tt0115640,1548120
tt0398017,57479076
tt1876451,24637800
tt0473709,265198
tt0106535,322975
tt0087538,91119319
tt1366338,6312033
tt0043278,272619
tt0396171,2223293
tt0107688,91491247
tt0088847,51525171
tt0452694,63414846
tt0192335,507941
tt0107426,4858139
tt0105629,23278931
tt0108171,18994653
tt0425598,12051924
tt0297144,27570076
tt0430431,13728450
tt0170811,12000000
tt0101701,5546827
tt0069704,115000324
tt0047811,170
tt0095088,5596267
tt0243155,71543427
tt0096171,7467504
tt0107630,27804899
tt1373156,3627172
tt0112870,74965
tt0420238,86957280
tt0808151,485930816
tt0108052,96898818
tt0461770,340487836
tt0424992,3743833
tt2294629,400953009
tt5082014,46083
tt1212419,32746941
tt0177789,90683916
tt1937339,51116421
tt0110729,1608570
tt1602472,633210
tt0358349,28818995
tt0098360,1960
tt3276924,50136
tt0907119,5247719
tt1924435,82390774
tt0325703,65660196
tt0492619,245292
tt0272152,65001485
tt0329717,51142659
tt1673434,829747654
tt0095963,34994648
tt0299117,1934497
tt0119079,206128
tt0117038,95318203
tt0104040,25105517
tt0033467,1600719
tt0104692,32100816
tt1028532,46749646
tt0110455,920916
tt0167404,672806292
tt0113409,8924549
tt0099611,205068
tt3544112,3237118
tt0299658,306776732
tt0887971,498088
tt0120122,375261
tt0120647,349464664
tt1856053,23785681
tt0100301,11359129
tt0110638,33683817
tt0102900,11511031
tt0037913,10128
tt0356614,779036
tt1023441,6055859
tt1478964,6206022
tt2363213,3721345
tt0821640,55250026
tt1057500,37491364
tt0164052,73209340
tt0080365,22743674
tt0119174,48323648
tt0155722,646532
tt2674426,56245075
tt0043686,19889
tt1185834,68282844
tt0458242,1615018
tt0103640,259311
tt1204342,88631237
tt4936450,2015002
tt0062994,52224636
tt0118689,45319423
tt0452594,205668210
tt0098384,96759512
tt0096030,8892589
tt0804507,58669
tt0810784,4444637
tt0117218,273961019
tt0460745,338440
tt0119349,8038061
tt3014866,38803993
tt0304669,172855065
tt0479143,70270943
tt3182620,904399
tt1935859,87242834
tt0315297,40954603
tt0395169,33882243
tt2660888,343471816
tt1974419,3377430
tt2080374,34441873
tt4438848,55455765
tt0120844,70187658
tt1155705,38231562
tt0093177,14575193
tt0149691,23631929
tt2978462,57824533
tt1245492,126041322
tt0439182,3135
tt4116284,311950384
tt0258000,96397334
tt0093220,7800000
tt1777595,1064454
tt0315327,484592874
tt0105477,70611210
tt0086567,79567667
tt0118925,676631
tt0787475,14353654
tt1504320,427374317
tt0245046,741394
tt0245429,355475917
tt0094169,858250
tt1230215,636399
tt2391821,3013544
tt0102426,4532791
tt0119698,4845631
tt1213644,34816824
tt0052357,7797300
tt0100608,458996
tt4799050,47347283
tt0170016,363597184
tt1735898,396592829
tt0119822,314178011
tt0115610,1060264
tt0089114,9873044
tt3660370,1341430
tt1311060,175705
tt1262416,97231420
tt1067583,58709717
tt0182295,299792
tt1144884,66477700
tt1407065,413035
tt0083619,1736123
tt0800241,5926410
tt1204977,50856010
tt0401855,62318875
tt0344854,15132763
tt1201167,71585235
tt0376196,1797256
tt1794850,40928635
tt0120706,1214198
tt1470827,5060438
tt0107614,441286195
tt1298649,68267862
tt0444182,320700
tt0086034,67893619
tt0076618,71215869
tt0450385,71985628
tt1194417,1230933
tt0110678,15339030
tt1753722,1647168
tt0074174,32211330
tt1172570,2260712
tt0183523,60883407
tt1837709,30800231
tt0480242,68474305
tt0117104,10082005
tt2281587,80383113
tt0117477,1979768
tt0109067,21011318
tt1041829,317375031
tt5023260,2982004
tt0038499,20428771
tt0084786,16894678
tt0970866,310650585
tt0371724,51085416
tt0078740,13015688
tt0097334,2420917
tt0300051,35492921
tt0446059,68072848
tt0085615,15856028
tt0116985,502313
tt1990352,80996
tt3183660,814044001
tt0255589,24963
tt3896100,6690
tt0369702,43731621
tt1085492,1289595
tt1611224,37519139
tt3521164,643350998
tt1392214,61002302
tt0417217,30526509
tt0287467,9357911
tt1741273,34854990
tt0269095,29676703
tt0117791,2021348
tt0063442,32599045
tt0825232,93466502
tt0120255,3263585
tt0443465,462875
tt1412386,46412041
tt0110005,3049135
tt0377818,80270227
tt2316411,3468224
tt0120915,474544677
tt0261289,20146150
tt1100119,28972508
tt0488798,31203567
tt5700672,92764199
tt1187043,6532874
tt3253930,9014591
tt0342300,69544
tt0445946,5549200
tt0053285,51600000
tt0115986,17917287
tt0445620,3579902
tt1637688,37520095
tt0094919,3813293
tt1349451,175706
tt0221073,238471
tt0114108,3983912
tt0038650,6184298
tt3286052,38348
tt0116136,51367375
tt2582782,37879877
tt0367479,62657868
tt0253754,67336470
tt0057546,12000000
tt2788556,4644525
tt1615065,82966152
tt0118589,5271666
tt0349260,163893
tt4851630,22361
tt0424095,64665672
tt4669986,7751969
tt3393786,58697076
tt1620464,1467643
tt1682180,1714221
tt1530975,58585
tt0409459,185382813
tt0103064,520881154
tt0085995,61399552
tt1498569,2518012
tt0395972,25211175
tt4515684,82392
tt3095734,64493915
tt0101811,13200170
tt0082334,13277558
tt0118158,10292300
tt1277953,746921274
tt2717558,472890
tt1272014,1712362
tt0070034,42805
tt0107953,54207
tt0187078,237202299
tt0082010,30669378
tt2717822,8005980
tt2394063,60438
tt1541160,5043
tt0479884,42931041
tt0243604,869
tt0086973,18644570
tt0460829,861355
tt4434004,359891
tt1093357,64626786
tt0246464,8493890
tt0080749,21448782
tt1023114,2701859
tt0335121,30120671
tt3577624,4069691
tt1247640,36136
tt0097758,793775
tt0119784,125397
tt1951264,865011746
tt0089167,3333306
tt1638364,594394
tt0120389,9615840
tt0430922,92649419
tt1623008,21620
tt0285728,144008
tt0112471,5987386
tt0083336,10626725
tt0426459,719135
tt2404425,61619773
tt0804522,9736045
tt0056085,76729
tt0377062,35021497
tt0327850,80981914
tt0080377,70687344
tt0322259,236350661
tt0103060,78656813
tt1322269,74188937
tt0098258,21515196
tt0120857,14401563
tt0343121,7808524
tt1480656,763556
tt0120609,27007143
tt0106664,10611160
tt0107983,3275585
tt0114296,12096881
tt1562568,841733
tt0079180,9346177
tt2446042,89256424
tt0120004,33956608
tt0095736,6264058
tt0464141,78638987
tt0082507,2154696
tt0427954,27165581
tt0102753,6266621
tt0077631,396271103
tt0449010,75030163
tt0083967,5000000
tt0490170,4434151
tt0082416,26890068
tt1216492,32686500
tt0176269,10667893
tt0245280,21520596
tt0032455,76411819
tt0418689,65900249
tt0340163,77663556
tt2547584,25975621
tt0876563,204826668
tt0089841,26657534
tt0497465,96409300
tt0105824,5519569
tt1453405,743559645
tt0105236,2892430
tt0120741,19889299
tt0493405,26800152
tt0086058,6486797
tt0396555,97822171
tt1058017,32406507
tt1366344,34942188
tt0113677,1111790
tt0164212,260562
tt0109303,30156002
tt0398913,7563172
tt0438488,371353001
tt0104321,1342613
tt1512685,16934369
tt0332280,81001787
tt0388980,15431177
tt0133152,362211740
tt0080736,16647800
tt2072233,32917353
tt2763304,41681746
tt1276419,1546761
tt2274570,19613
tt0110632,50283563
tt0110044,713234
tt0314786,26891849
tt0122718,54682547
tt0458413,7257942
tt0088765,2685453
tt0362478,33334176
tt0298744,2704951
tt0050783,755319
tt0373889,942172396
tt2631186,6738000
tt0087365,45858563
tt1740710,496172
tt0364045,65470529
tt0119324,626057
tt0298814,73498611
tt0388500,37245453
tt0937237,784604
tt0086393,59950623
tt0453556,95802916
tt2980648,89514453
tt0330373,896462886
tt1405500,37981984
tt0114682,47774193
tt1915581,167739961
tt2180411,212902372
tt4272866,49768644
tt1392170,694394724
tt1465522,5224938
tt1614989,18962444
tt0414993,16468343
tt0120769,10452012
tt0071402,22000000
tt1316622,8020
tt1531663,2820490
tt1617661,47387723
tt0401711,4899278
tt1171701,15291338
tt0081505,46998772
tt2059171,826913
tt1267500,3085940
tt0119746,523025
tt0107818,77446440
tt1464540,55100437
tt0092850,2750741
tt0087928,81198894
tt1790809,794881442
tt0111201,7770731
tt3110958,65075540
tt1694020,41863726
tt0106393,6608687
tt1373243,3958561
tt1517489,85564310
tt0095990,9205924
tt0091541,54999651
tt2562232,42340598
tt1049413,735099102
tt1132626,56746769
tt0100240,17373527
tt1151309,308575
tt0117011,14502483
tt1723120,61759
tt3668162,180217
tt1129442,31715062
tt0082351,17583634
tt0102175,43882682
tt0357413,90709367
tt0073018,12484444
tt0472071,8396245
tt1549571,133771
tt0190374,33978694
tt0099938,91457688
tt4120176,5638693
tt1954470,4384642
tt0259711,203388341
tt0072226,7504841
tt0090180,17307019
tt0459759,12859418
tt0230169,5708
tt0094924,6908797
tt2210834,30283
tt0377107,7535331
tt1764183,7919574
tt2515034,24177137
tt0432021,50648679
tt3675748,12756
tt0085642,114247
tt0105690,83563139
tt0162661,206071502
tt4191054,13603453
tt0212720,78616689
tt3714720,1138609
tt2064728,2252547
tt0092632,18753438
tt0110186,20851521
tt0305711,56127162
tt0841027,2052190
tt0091369,13915874
tt0814022,42487390
tt0416496,18381890
tt0091557,14302779
tt4832640,92539463
tt1302067,203509374
tt0464154,83188165
tt0176783,5108820
tt1907707,156996
tt0858479,9511289
tt3863552,8178001
tt0085694,10604986
tt0463034,75628110
tt0373883,80460948
tt1698641,66954149
tt1054606,7689607
tt0089243,5730596
tt1386703,58877969
tt0122459,36609995
tt1598778,75658097
tt0104549,11390479
tt1054122,14456963
tt0944114,667849
tt0086450,13030214
tt1937133,9572
tt1462411,37466
tt0296572,57761012
tt0278504,67355513
tt4337072,1713406
tt0087262,17080167
tt1327194,99357138
tt0335013,6415017
tt0088011,86572238
tt4465564,381545846
tt0104107,4836637
tt0424993,38395414
tt0102926,272742922
tt0407304,603873119
tt1139328,60331447
tt0425430,55060212
tt1313139,366377
tt0430912,5971336
tt1210166,75605492
tt0120685,379014294
tt0091836,2510433
tt1001508,93953653
tt0075005,60922980
tt0084787,19632053
tt1051907,14760067
tt0107211,266614059
tt0098206,30050028
tt0118883,75982834
tt0796302,44852
tt1596345,5578519
tt0427229,88715192
tt1524930,58884188
tt2377938,647074
tt0097390,2983784
tt0116778,25023434
tt0427327,203553311
tt0075213,8091910
tt0083943,46708276
tt2582426,2710
tt0407887,291465373
tt0420332,6887221
tt0796366,385680446
tt1068646,3766810
tt0109575,3129045
tt2305051,52501541
tt0091605,7153487
tt0271946,790144
tt0065702,25948300
tt0437857,69136
tt0936501,226837760
tt0079574,70308099
tt0087175,12145169
tt0087747,25068724
tt4428788,8754356
tt3608930,61797
tt0120802,10019109
tt0347246,9789651
tt0102996,7683267
tt1286798,369742
tt1270761,38269529
tt1454029,216639112
tt0110006,17689177
tt1216496,551509
tt1196134,88335
tt0320661,47398413
tt1161864,96560591
tt0365748,30097092
tt0129387,369884651
tt0195945,59827328
tt0395119,23482607
tt0290673,792200
tt0193997,264596
tt0363988,92913171
tt0810819,64191523
tt0119780,214661
tt0414387,38405088
tt1445208,1647416
tt0465602,27122238
tt0465502,30893885
tt0110857,126247
tt1521848,32309881
tt4216934,9127383
tt0086014,6670680
tt0116409,38619405
tt0481369,77677553
tt0409527,143655
tt0107207,65796862
tt0097328,12195695
tt0117039,11135803
tt0095742,49369899
tt0116253,56569216
tt3715320,4030360
tt0800369,449326618
tt2371834,6701
tt2387559,53120346
tt0308353,38085778
tt0780608,9397
tt0485985,50365498
tt0382625,760006945
tt2328813,28608
tt1668200,7693187
tt1653690,2340516
tt1291580,13352609
tt0130827,7267585
tt0114095,472370
tt0347149,5576743
tt0102057,300854823
tt2382009,4934725
tt0082748,2032311
tt0402901,33296457
tt0307987,76490720
tt0122690,41616262
tt1990314,4806423
tt1127180,90842646
tt0104714,321731527
tt0472181,563749323
tt0115624,3793614
tt0209144,40047078
tt0080117,14492
tt0482606,82410456
tt0083798,18196170
tt0052225,458609
tt0085248,12049514
tt0075686,38287178
tt1240982,28013733
tt0061184,28005068
tt2011971,9074711
tt0165982,80773077
tt0086491,29450919
tt0160184,79161
tt0340110,2146843
tt0094737,151927281
tt1836808,6202879
tt0119743,417683
tt0455499,28426747
tt0091203,5900000
tt0080745,27181270
tt0831887,39164441
tt1033643,80277646
tt0084628,30878
tt0087062,38348988
tt5323662,644391
tt0084296,20659423
tt0938283,319713881
tt1535438,63536011
tt0101912,22773535
tt0384286,32586408
tt0765010,43474578
tt0119643,44619100
tt0092965,22238696
tt0758746,91509154
tt0108258,4916135
tt4535650,4871263
tt0873886,1874460
tt1535616,145676
tt0906108,55862886
tt0473075,90759676
tt0859760,6875089
tt0424774,71992655
tt0843358,246574
tt0089218,63980721
tt0114887,50008143
tt1161064,30955
tt0337909,93400759
tt5362988,43980821
tt2279373,325186032
tt0101761,34416893
tt1629705,987883
tt0203540,1961054
tt0283111,38275483
tt1691917,90288712
tt0339034,4928883
tt0480687,86157237
tt1791614,28378
tt0088194,8089290
tt0301976,343847
tt3425034,6549909
tt0102138,70405498
tt2567712,54915
tt0248667,87812729
tt0989757,80014842
tt0087015,4654423
tt0114369,327333559
tt1527186,3030848
tt0120646,28121100
tt0103859,70052444
tt0408790,89707299
tt0104006,21591728
tt0213203,76507756
tt2298384,8425
tt0913354,22942221
tt0420223,53653224
tt0171433,59945183
tt0077394,26518355
tt5013056,526949403
tt1043726,61279452
tt0084805,177200000
tt0081554,10389003
tt0062794,18530000
tt3595298,52715771
tt0878804,309208309
tt0099768,1030938
tt1019452,9228768
tt0055572,100728
tt5770620,2216083
tt2245084,657869686
tt0332658,896993
tt0477080,81562942
tt4158624,680351
tt0206634,70595464
tt1232106,11095236
tt0433386,70711175
tt2381941,53862963
tt0245891,1047553
tt0083001,110048
tt2312718,48449416
tt0253556,82150183
tt0197384,26394
tt1273678,66166000
tt0100157,61276872
tt0162710,2087228
tt0084917,29712172
tt0104348,10725228
tt0120483,13717039
tt5442430,30234022
tt2243537,60159584
tt1714866,190022
tt0325710,454627263
tt0080339,83453539
tt0104892,1102469
tt2106476,613308
tt0101258,3101890
tt0015864,26916
tt0298203,242875078
tt0078723,92455742
tt0374563,2626800
tt0166110,8378853
